job_id,skill_abr
3663813835,ACCT
3663813835,FIN
844454682,MGMT
844454682,PRJM
3739446309,ADM
1143359956,SALE
1143359956,BD
3842528795,HR
3870363142,RSCH
3870363142,ANLS
3870363142,IT
3699237531,ENG
3699237531,IT
3682650399,HCPR
3682650399,OTHR
1826257634,SALE
1826257634,BD
3822435165,MGMT
3822435165,MNFC
3814723048,HR
3785849500,HCPR
3813135937,MRKT
3813135937,SALE
3867562444,ADM
3867562444,HR
3867562444,ACCT
3838732090,DSGN
3838732090,ART
3838732090,IT
3850493836,ENG
3850493836,IT
3729754558,ENG
3729754558,IT
3878814926,MGMT
3878814926,MNFC
3757672875,OTHR
3748720888,MGMT
3748720888,MNFC
3788738919,OTHR
3788738919,IT
3788738919,MGMT
3872794626,MRKT
3872794626,SALE
3625991523,ENG
3625991523,IT
3867762229,SALE
3814570200,SALE
3814570200,BD
3438939828,LGL
10998357,MGMT
10998357,MNFC
3766973763,LGL
3875677847,DSGN
3875677847,ART
3875677847,IT
3872787865,IT
3869776919,EDU
3869776919,TRNG
3260455681,OTHR
3814998643,LGL
3864701312,MGMT
3864701312,MNFC
175485704,ENG
175485704,IT
3852727765,MGMT
3852727765,MNFC
3859575337,HCPR
3862373833,MGMT
3862373833,MNFC
3728879926,MRKT
3728879926,SALE
3761942097,EDU
3761942097,TRNG
3826177405,OTHR
3826177405,IT
3826177405,MGMT
3862121382,MRKT
3862121382,PR
3862121382,WRT
3860829339,OTHR
3860829339,IT
3860829339,MGMT
3679026145,MGMT
3679026145,MNFC
3779260325,PRCH
3779260325,SUPL
3880088143,ADM
3872015321,IT
3691624158,BD
3691624158,SALE
3794063618,RSCH
3794063618,ANLS
3794063618,IT
2987175317,PRJM
2987175317,IT
3831190800,LGL
3692329268,SALE
3692329268,BD
3788295344,HCPR
3713452241,LGL
3599918756,MGMT
3599918756,MNFC
3699945651,SALE
3699945651,BD
2195921577,OTHR
3883546874,HCPR
228003844,OTHR
3580530332,EDU
3580530332,TRNG
3872781436,OTHR
3708903045,LGL
3783977901,MRKT
3783977901,PR
3783977901,WRT
3706460061,ADM
3880108413,ENG
3880108413,IT
3574102287,ACCT
3574102287,FIN
3386174836,PRJM
3386174836,IT
3874150857,MGMT
3874150857,MNFC
3859073094,SALE
3859073094,BD
3586167732,ENG
3586167732,IT
3838533579,MGMT
3838533579,MNFC
3636873993,DSGN
3636873993,ART
3636873993,IT
3862132028,MGMT
3862132028,MNFC
3855887817,MGMT
3855887817,MNFC
3610591138,HCPR
3854391822,ACCT
3854391822,FIN
3747072157,PRJM
3747072157,IT
3787839455,MGMT
3787839455,MNFC
3845186343,ADM
3879240957,FIN
3879240957,SALE
3870701883,MRKT
3870701883,SALE
3870701883,STRA
3860323940,PRJM
3860323940,IT
921716,MRKT
921716,SALE
3840166122,IT
345332937,MGMT
345332937,MNFC
3875735534,EDU
3875735534,TRNG
3866388732,MRKT
3866388732,SALE
3812656624,HCPR
1093227543,SALE
1093227543,MRKT
1093227543,PRDM
3665701347,MGMT
3665701347,MNFC
3881984061,ENG
3881984061,IT
3819416106,ENG
3819416106,IT
3773070651,HCPR
3838774352,MGMT
3838774352,MNFC
3811513595,MRKT
3811513595,PR
3811513595,WRT
3790001722,FIN
3790001722,SALE
2011147642,IT
3475821770,ACCT
3475821770,FIN
3827789831,FIN
3827789831,SALE
3882935322,ADM
3881051293,LGL
3117273910,ADM
3720358336,LGL
3878329666,HCPR
368586246,HCPR
3844838697,SALE
3844838697,BD
3860323934,BD
3860323934,SALE
3867763161,OTHR
3866803225,HCPR
3635014033,LGL
3832103385,OTHR
3862537464,MRKT
3862537464,SALE
3480552482,EDU
3480552482,TRNG
3863046603,ENG
3863046603,IT
3792362600,MRKT
3792362600,SALE
3837546918,MGMT
3837546918,MNFC
3859078474,ACCT
3859078474,FIN
35982263,IT
3803659249,BD
3803659249,SALE
3880169314,IT
3808735054,OTHR
3871636939,MGMT
3871636939,MNFC
3868010733,SALE
3868010733,BD
3871131511,SALE
3871131511,MGMT
3863631572,HCPR
3739478140,SALE
3739478140,BD
3836602983,ACCT
3836602983,FIN
3520238337,OTHR
3845468619,IT
3544166785,MGMT
3544166785,MNFC
3795138975,ADM
3377655935,SALE
3377655935,BD
3814983923,MGMT
3814983923,MNFC
3884290980,DSGN
3884290980,ART
3884290980,IT
3879228554,MGMT
3879228554,MNFC
3862154961,ADM
3882358050,MRKT
3882358050,SALE
3758935273,MRKT
3758935273,SALE
111513530,MRKT
111513530,PR
111513530,WRT
3540371917,IT
91700727,PRJM
3527189387,SALE
3527189387,BD
3865391975,MGMT
3865391975,MNFC
3704185899,ENG
3704185899,IT
3857848893,ENG
3857848893,IT
3127577086,HCPR
3765212611,OTHR
3606129051,HCPR
3852348626,SALE
3852348626,BD
3861708950,FIN
3861708950,SALE
3816172762,ACCT
3816172762,FIN
3219089287,HR
3040487795,MRKT
3040487795,SALE
3830396637,ENG
3830396637,IT
3865179969,FIN
3865179969,SALE
3863028624,ENG
3863028624,IT
3840910043,ACCT
3840910043,ANLS
3840910043,BD
3843620018,BD
3843620018,SALE
3791290709,MRKT
3791290709,SALE
3882347932,ACCT
3882347932,FIN
3802026770,LGL
3190494363,DSGN
3190494363,ART
3190494363,IT
3815485980,MRKT
3815485980,SALE
3880380418,MGMT
3880380418,MNFC
3743875708,ENG
3743875708,IT
3862682461,MGMT
3862682461,MNFC
3820446027,PRJM
3820446027,IT
3881987723,HCPR
3738844984,FIN
3738844984,SALE
3875066415,ACCT
3875066415,FIN
280496925,EDU
280496925,TRNG
3876991427,MGMT
3876991427,MNFC
3884427312,MGMT
3884427312,MNFC
3483544074,MRKT
3483544074,SALE
3843083239,IT
3211657373,MGMT
3211657373,MNFC
3789379757,MGMT
3788980998,CUST
3851783898,MGMT
3851783898,MNFC
3700617207,ADM
3741582728,BD
3741582728,SALE
3803055615,FIN
3803055615,SALE
3849913605,HCPR
3681437990,ADM
3681437990,QA
3177010992,CUST
3177010992,SALE
3873789262,ACCT
3873789262,FIN
3530975184,EDU
3530975184,TRNG
3458210342,HCPR
3363439517,MGMT
3363439517,MNFC
3803052628,ENG
3649948789,ADM
266566927,ADM
3804603307,MGMT
3804603307,MNFC
3875732985,BD
3875732985,PRDM
3875732985,PRJM
3723312535,ENG
3723312535,IT
3847143087,ADM
3859514569,BD
3859514569,SALE
134286190,MGMT
134286190,MNFC
3644730777,MRKT
3644730777,SALE
3865209247,MRKT
3865209247,SALE
3835341430,CNSL
3835341430,IT
3835341430,SALE
3609090859,PR
3609090859,PRJM
3609090859,STRA
263583866,HCPR
3813645405,IT
3830297838,ACCT
3830297838,FIN
3748909502,LGL
83789755,OTHR
3882279550,HCPR
3818311020,MGMT
3818311020,MNFC
136743465,LGL
2954591060,MRKT
2954591060,SALE
3871530154,OTHR
3780415828,BD
3780415828,SALE
3825550267,HCPR
3862488328,IT
3784435614,ENG
3784435614,IT
3884249830,IT
3322949022,FIN
3322949022,SALE
1014822088,MRKT
1014822088,SALE
3867756254,SALE
3867756254,BD
3862123581,FIN
3862123581,SALE
3715891138,HR
3727712512,SALE
3727712512,BD
3835671506,ENG
3835671506,IT
2748500131,MGMT
2748500131,MNFC
3771168117,MRKT
3771168117,SALE
3873209956,MRKT
3873209956,ACCT
3873209956,ANLS
3861166245,LGL
258868844,SALE
258868844,BD
3848962376,MGMT
3848962376,MNFC
3865681931,IT
3728459637,ENG
3728459637,IT
3816179292,SALE
3816179292,BD
3366698309,IT
121605673,HCPR
3840688146,BD
3840688146,SALE
3708944827,HCPR
3864172721,MGMT
3864172721,MNFC
3581219846,OTHR
2974397965,MRKT
2974397965,SALE
3566954493,HCPR
3866756779,IT
3795134838,ENG
3795134838,IT
3846960909,OTHR
3864160493,QA
3795156313,MGMT
3795156313,MNFC
3883345359,SALE
3883345359,BD
3840554223,EDU
3840554223,TRNG
705356075,SALE
705356075,CNSL
3880063171,ENG
3880063171,IT
3798453023,MGMT
3798453023,MNFC
3815284050,PRCH
3815284050,SUPL
3863616352,PRJM
3863616352,IT
3660449148,MGMT
3869757186,IT
3865457964,MRKT
3865457964,PR
3865457964,WRT
3873183002,GENB
3873183002,ADM
3873183002,OTHR
3860823414,ENG
3860823414,IT
3861222472,MGMT
3861222472,MNFC
3764329709,RSCH
3764329709,ANLS
3764329709,IT
3736684097,PRJM
3736684097,IT
3635916819,HCPR
3880190130,ENG
3880190130,IT
3879283271,ENG
3879283271,IT
3273249702,ACCT
3273249702,FIN
2838336689,ADM
3881986862,RSCH
3881986862,WRT
3881986862,ANLS
3614817348,MNFC
2558399667,MNFC
2558399667,IT
2558399667,QA
3045980831,PRJM
3045980831,ENG
3854900554,PRDM
3854900554,MRKT
3792245483,BD
3792245483,SALE
3736083076,LGL
3865441576,BD
3865441576,SALE
3833894876,DSGN
3833894876,ART
3833894876,IT
658723396,FIN
658723396,PROD
658723396,SALE
3841949093,MGMT
3841949093,MNFC
3830313052,ENG
3830313052,IT
3844070064,OTHR
3709767981,DSGN
3709767981,ART
3709767981,IT
3824661875,SALE
3824661875,BD
634823509,MGMT
634823509,MNFC
3784367296,EDU
3784367296,TRNG
2269442456,ENG
2269442456,IT
2234533717,ENG
2234533717,IT
3651735073,FIN
3651735073,SALE
3511440340,BD
3511440340,SALE
3869490625,DSGN
3869490625,ART
3869490625,IT
3865549440,SALE
3865549440,BD
3859082046,HCPR
3722423668,ENG
3722423668,IT
3854915769,HCPR
3815847830,ENG
3815847830,IT
2737009242,CUST
2737009242,IT
1880409118,HCPR
3798658570,HR
3880591550,PRJM
3880591550,IT
3478606637,FIN
3478606637,SALE
2428973832,ACCT
2428973832,FIN
3868165768,ENG
3868165768,IT
2457183642,QA
2457183642,PRJM
3800989742,IT
3748229910,HR
3874052166,BD
3874052166,SALE
3853717462,QA
857299959,IT
857299959,CUST
857299959,SALE
3466187886,BD
3466187886,SALE
3862160543,FIN
3862160543,SALE
196406165,FIN
196406165,SALE
133130219,ENG
133130219,IT
3827923756,ENG
3827923756,IT
3583960568,SALE
3583960568,BD
3866244801,CNSL
3866244801,IT
3866244801,SALE
3844017709,ENG
3844017709,IT
3756640753,SALE
3756640753,MGMT
3651779099,SALE
3651779099,BD
3875731325,MGMT
3875731325,MNFC
3854654152,LGL
3626110567,ENG
3626110567,IT
3875199851,MRKT
3875199851,SALE
3880180438,MGMT
3880180438,MNFC
3666781416,ENG
3666781416,IT
3245063922,ENG
3245063922,IT
69333422,MRKT
69333422,SALE
3820392998,ACCT
3820392998,FIN
3855856223,HR
3475933396,IT
3829280858,ENG
3829280858,IT
3880115287,ACCT
3880115287,FIN
3878193413,IT
3878310231,DSGN
3878310231,ART
3878310231,IT
3880374275,MGMT
3880374275,BD
3767020403,HCPR
3778723781,HCPR
3499072207,LGL
3831148511,LGL
3761818635,ACCT
3761818635,FIN
3862107843,PRDM
3862107843,MRKT
3487703305,SALE
3487703305,MGMT
3864519762,ENG
3864519762,IT
3829182727,ENG
3829182727,IT
3726732147,MGMT
3726732147,MNFC
3841003722,IT
3880134115,ENG
3880134115,IT
229924287,ADM
3833295504,ENG
3833295504,IT
3855897428,DSGN
3855897428,ART
3855897428,IT
3833199912,MGMT
3833199912,MNFC
1573178251,MRKT
1573178251,SALE
3855427832,ENG
3855427832,IT
3797449314,ENG
3802602037,ENG
3802602037,IT
445337908,MGMT
445337908,MNFC
3550388220,CUST
3862111398,SALE
3862111398,BD
2790549389,SALE
2790549389,BD
3829242915,HCPR
3878348967,ACCT
3878348967,FIN
3836372583,DSGN
3836372583,ART
3836372583,IT
3452435884,SALE
3452435884,BD
3627141928,ENG
3627141928,QA
3627141928,PROD
3835341304,MGMT
3835341304,MNFC
3870707329,FIN
3870707329,SALE
3878803731,MGMT
3878803731,MNFC
3694149664,ADM
3864568838,MGMT
3864568838,MNFC
3829184899,MRKT
3829184899,SALE
3715249215,MRKT
3715249215,PR
3715249215,WRT
3691793998,IT
3704190127,DSGN
3704190127,QA
3835918209,HCPR
3864169730,QA
3801646969,PRJM
3801646969,IT
3744106614,MGMT
3744106614,MNFC
3868493438,HCPR
3398076960,PRDM
3398076960,MRKT
3769551683,ACCT
3769551683,FIN
3873486781,HCPR
3700068571,MGMT
3700068571,MNFC
3826266913,DSGN
3826266913,ART
3826266913,IT
2989631782,ADM
3580545157,BD
3580545157,SALE
3839567678,ENG
3839567678,IT
3422171886,MRKT
3422171886,SALE
3812814309,RSCH
3812814309,ANLS
3812814309,IT
2372177891,FIN
2372177891,SALE
3594710940,PRJM
3594710940,IT
3868004859,HCPR
3834087866,OTHR
3862982513,ADM
3848881977,MGMT
3848881977,MNFC
3700064749,LGL
3848497987,FIN
3848497987,SALE
3875765946,HCPR
3752057112,MRKT
3752057112,SALE
3514683108,MRKT
3514683108,SALE
3844096324,MGMT
3844096324,MNFC
3537193915,MGMT
3537193915,MNFC
3715436359,MRKT
3715436359,SALE
3870389946,ENG
3870389946,IT
3859513039,OTHR
3818831254,CNSL
3818831254,IT
